# Frequency list

# Corpus: decow16b
# Query:  "[eE]in" "[bB]i(ss|ß)chen" [tag="ADJ.*|N.*"] 548922

# Frequency limit: 0


Lemma	Frequency	
eine bisschen Einsicht	68	
eine bisschen Chemie	68	
eine bisschen weiblich	67	
eine bisschen selbständig	67	
eine bisschen schleppend	67	
eine bisschen rumgegoogelt	67	
eine bisschen grenzwertig	67	
eine bisschen esoterisch	67	
eine bisschen Zuwendung	67	
eine bisschen Software	67	
eine bisschen Müll	67	
eine bisschen Moos	67	
eine bisschen Fernweh	67	
eine bisschen zügig	66	
eine bisschen zögerlich	66	
eine bisschen verdächtig	66	
eine bisschen unordentlich	66	
eine bisschen ungläubig	66	
eine bisschen scheinheilig	66	
eine bisschen online	66	
eine bisschen heimisch	66	
eine bisschen gestört	66	
eine bisschen farblos	66	
eine bisschen Weihnachten	66	
eine bisschen Tuning	66	
eine bisschen TV	66	
eine bisschen Schnupfen	66	
eine bisschen Scheiße	66	
eine bisschen Rot	66	
eine bisschen Lack	66	
eine bisschen Know-how	66	
eine bisschen Kenntnis	66	
eine bisschen Inhalt	66	
eine bisschen Fantasy	66	
eine bisschen schwachsinnig	65	
eine bisschen planlos	65	
eine bisschen klischeehaft	65	
eine bisschen Wald	65	
eine bisschen Husten	65	
eine bisschen Gespür	65	
eine bisschen Frischluft	65	
eine bisschen Creme	65	
eine bisschen Blues	65	
eine Bisschen Zeit	65	
eine bisschen überlegen	64	
eine bisschen vage	64	
eine bisschen rätselhaft	64	
eine bisschen philosophisch	64	
eine bisschen launisch	64	
eine bisschen brav	64	
eine bisschen affig	64	
eine bisschen Nähe	64	
eine bisschen Neugier	64	
eine bisschen Menschenverstand	64	
eine bisschen Hand	64	
eine bisschen unwirklich	63	
eine bisschen tollpatschig	63	
eine bisschen subjektiv	63	
eine bisschen salzig	63	
eine bisschen musikalisch	63	
eine bisschen muffig	63	
eine bisschen matschig	63	
eine bisschen geistig	63	
eine bisschen bizarr	63	
eine bisschen Zitronensaft	63	
eine bisschen Zimt	63	
eine bisschen Yoga	63	
eine bisschen Unsicherheit	63	
eine bisschen Tradition	63	
eine bisschen Schritt	63	
eine bisschen Schleichwerbung	63	
eine bisschen Joghurt	63	
eine bisschen Glaube	63	
eine bisschen Bass	63	
eine bisschen subtil	62	
eine bisschen staubig	62	
eine bisschen schuld	62	
eine bisschen rustikal	62	
eine bisschen rumgesurft	62	
eine bisschen lebenswert	62	
eine bisschen irritiert	62	
eine bisschen finanziell	62	
eine bisschen behilflich	62	
eine bisschen armselig	62	
eine bisschen Zuversicht	62	
eine bisschen Veränderung	62	
eine bisschen Psychologie	62	
eine bisschen PHP	62	
eine bisschen Off	62	
eine bisschen Laufen	62	
eine bisschen Köpfchen	62	
eine bisschen Gott	62	
eine bisschen Genugtuung	62	
eine bisschen Fleiß	62	
eine bisschen Asche	62	
eine bisschen Abenteuerlust	62	
eine bisschen vorschnell	61	
eine bisschen harmlos	61	
eine bisschen frivol	61	
eine bisschen dümmlich	61	
eine bisschen Wert	61	
eine bisschen Stöbern	61	
eine bisschen Promotion	61	
eine bisschen Programm	61	
eine bisschen Philosophie	61	
eine bisschen Omega	61	
eine bisschen Freundlichkeit	61	
eine bisschen Flüssigkeit	61	
eine bisschen Diskussion	61	
eine bisschen Bastelei	61	
eine bisschen Anspruch	61	
eine bisschen Anlauf	61	
eine bisschen zurückhaltender	60	
eine bisschen sinnvoll	60	
eine bisschen schmerzhaft	60	
eine bisschen nützlich	60	
eine bisschen mühselig	60	
eine bisschen inkonsequent	60	
eine bisschen heiser	60	
eine bisschen fix	60	
eine bisschen erstaunt	60	
eine bisschen banal	60	
eine bisschen Wohlstand	60	
eine bisschen Weihnachtsstimmung	60	
eine bisschen Proviant	60	
eine bisschen Praxis	60	
eine bisschen Geschmackssache	60	
eine bisschen Fun	60	
eine bisschen verwegen	59	
eine bisschen verliebt	59	
eine bisschen türkisch	59	
eine bisschen transparent	59	
eine bisschen taktisch	59	
eine bisschen stumpf	59	
eine bisschen schadenfroh	59	
eine bisschen panisch	59	
eine bisschen klobig	59	
eine bisschen klebrig	59	
eine bisschen ausgefallen	59	
eine bisschen Rouge	59	
eine bisschen Menschenkenntnis	59	
eine bisschen Latein	59	
eine bisschen Dankbarkeit	59	
eine bisschen Beschäftigung	59	
eine bisschen Apfel	59	
eine bisschen wählerisch	58	
eine bisschen verlegen	58	
eine bisschen uebertrieben	58	
eine bisschen seriös	58	
eine bisschen schmackhaft	58	
eine bisschen neutral	58	
eine bisschen lebhaft	58	
eine bisschen hohl	58	
eine bisschen erstaunlich	58	
eine bisschen beruhigter	58	
eine bisschen Traurigkeit	58	
eine bisschen Spielpraxen	58	
eine bisschen Schmutz	58	
eine bisschen Schaum	58	
eine bisschen Sachverstand	58	
eine bisschen Metall	58	
eine bisschen Lektüre	58	
eine bisschen Knoblauch	58	
eine bisschen Gift	58	
eine bisschen Flair	58	
eine bisschen Dramatik	58	
eine bisschen Abhilfe	58	
eine Bisschen gut	58	
eine bisschen steril	57	
eine bisschen schrill	57	
eine bisschen schlicht	57	
eine bisschen lasch	57	
eine bisschen kindlich	57	
eine bisschen irre	57	
eine bisschen friedlich	57	
eine bisschen forsch	57	
eine bisschen fassungslos	57	
eine bisschen einfältig	57	
eine bisschen bockig	57	
eine bisschen Spucke	57	
eine bisschen Schach	57	
eine bisschen Papierkram	57	
eine bisschen Ehre	57	
eine bisschen Adrenalin	57	
eine bisschen spontan	56	
eine bisschen sorgfältig	56	
eine bisschen selbstbewußter	56	
eine bisschen höflich	56	
eine bisschen Fahrt	56	
eine bisschen Ball	56	
eine bisschen verzwickt	55	
eine bisschen verrucht	55	
eine bisschen toll	55	
eine bisschen süßlich	55	
eine bisschen straff	55	
eine bisschen rosa	55	
eine bisschen rebellisch	55	
eine bisschen niedlich	55	
eine bisschen hilfreich	55	
eine bisschen chinesisch	55	
eine bisschen blond	55	
eine bisschen Unordnung	55	
eine bisschen Transparenz	55	
eine bisschen Moral	55	
eine bisschen Lokalpatriotismus	55	
eine bisschen Individualismus	55	
eine bisschen Helfen	55	
eine bisschen Hektik	55	
eine bisschen zwiespältig	54	
eine bisschen kurzsichtig	54	
eine bisschen kantig	54	
eine bisschen Unsinn	54	
eine bisschen Schwimmen	54	
eine bisschen Krimi	54	
eine bisschen Egoismus	54	
eine bisschen üppig	53	
eine bisschen wacklig	53	
eine bisschen verworren	53	
eine bisschen unterhaltsam	53	
eine bisschen roh	53	
eine bisschen primitiv	53	
eine bisschen hölzern	53	
eine bisschen gründlich	53	
eine bisschen geschmacklos	53	
eine bisschen Würze	53	
eine bisschen Wäsche	53	
eine bisschen Trauer	53	
eine bisschen JavaScript	53	
eine bisschen Auto	53	
eine bisschen Auslauf	53	
eine bisschen Üben	52	
eine bisschen trist	52	
eine bisschen surreal	52	
eine bisschen spitz	52	
eine bisschen rassistisch	52	
eine bisschen poppig	52	
eine bisschen großzügig	52	
eine bisschen giftig	52	
eine bisschen euphorisch	52	
eine bisschen Wartezeit	52	
eine bisschen Schmunzeln	52	
eine bisschen SEO	52	
eine bisschen Gelassenheit	52	
eine bisschen Fahrrad	52	
eine bisschen Bi	52	
eine bisschen Arbeit|Arbeiten	52	
eine bisschen Appetit	52	
eine bisschen Anleitung	52	
eine bisschen Anarchie	52	
eine bisschen verschroben	51	
eine bisschen extravagant	51	
eine bisschen dusselig	51	
eine bisschen bissig	51	
eine bisschen anfällig	51	
eine bisschen Sprit	51	
eine bisschen Sorgfalt	51	
eine bisschen Rechnen	51	
eine bisschen Pipi	51	
eine bisschen Kopfweh	51	
eine bisschen Historie	51	
eine bisschen Fachwissen	51	
eine bisschen Charme	51	
eine bisschen CSS	51	
eine bisschen Bein	51	
eine bisschen unhandlich	50	
eine bisschen unbefriedigend	50	
eine bisschen stinkig	50	
eine bisschen schrullig	50	
eine bisschen perplex	50	
eine bisschen passend	50	
eine bisschen klassisch	50	
eine bisschen hip	50	
eine bisschen gespenstisch	50	
eine bisschen dumpf	50	
eine bisschen Zuneigung	50	
eine bisschen Vorsprung	50	
eine bisschen Vorarbeit	50	
eine bisschen Traffic	50	
eine bisschen Radio	50	
eine bisschen Qualität	50	
eine bisschen Erotik	50	
eine bisschen Einfühlungsvermögen	50	
eine bisschen Einarbeitung	50	
eine bisschen Dünger	50	
eine bisschen Aberglaube	50	
eine bisschen öffentlich	49	
eine bisschen unabhängig	49	
eine bisschen relaxt	49	
eine bisschen fettig	49	
eine bisschen fade	49	
eine bisschen erotisch	49	
eine bisschen allergisch	49	
eine bisschen abschreckend	49	
eine bisschen Zeug	49	
eine bisschen Wurst	49	
eine bisschen Vorwissen	49	
eine bisschen Unkraut	49	
eine bisschen Schweiß	49	
eine bisschen Orientierung	49	
eine bisschen Muffensausen	49	
eine bisschen Mama	49	
eine bisschen Linderung	49	
eine bisschen Landschaft	49	
eine bisschen Hausarbeit	49	
eine bisschen Überraschung	48	
eine bisschen Übergewicht	48	
eine bisschen unkonventionell	48	
eine bisschen unbehaglich	48	
eine bisschen schwedisch	48	
eine bisschen schläfrig	48	
eine bisschen provozierend	48	
eine bisschen plakativ	48	
eine bisschen monoton	48	
eine bisschen lässig	48	
eine bisschen ernüchternd	48	
eine bisschen engstirnig	48	
eine bisschen beleidigt	48	
eine bisschen Strafe	48	
eine bisschen Schnickschnack	48	
eine bisschen Rücksichtnahme	48	
eine bisschen Rückenwind	48	
eine bisschen Patriotismus	48	
eine bisschen Nationalstolz	48	
eine bisschen Herausforderung	48	
eine bisschen Handlung	48	
eine bisschen Gehirntraining	48	
eine bisschen Gefahr	48	
eine bisschen Geborgenheit	48	
eine bisschen Eindruck	48	
eine bisschen Blech	48	
eine bisschen Bio	48	
eine bisschen Allgemeinbildung	48	
eine bisschen verändert	47	
eine bisschen verschämt	47	
eine bisschen unwahrscheinlich	47	
eine bisschen tragisch	47	
eine bisschen moralisch	47	
eine bisschen hartnäckig	47	
eine bisschen farbig	47	
eine bisschen eigenwillig	47	
eine bisschen dekadent	47	
eine bisschen beunruhigend	47	
eine bisschen Verhandlungsgeschick	47	
eine bisschen Speed	47	
eine bisschen Make-up	47	
eine bisschen Kuchen	47	
eine bisschen Funk	47	
eine bisschen Boden	47	
eine bisschen Bild	47	
eine bisschen Aufklärungsarbeit	47	
eine bisschen Abwechselung	47	
eine bisschen willkürlich	46	
eine bisschen vorlaut	46	
eine bisschen utopisch	46	
eine bisschen suizidgefährdet	46	
eine bisschen hügelig	46	
eine bisschen amüsant	46	
eine bisschen Wahlkampf	46	
eine bisschen Vitamin	46	
eine bisschen Terror	46	
eine bisschen Support	46	
eine bisschen Service	46	
eine bisschen Probieren	46	
eine bisschen Medizin	46	
eine bisschen Landwirtschaft	46	
eine bisschen Flunkern	46	
eine bisschen Bestätigung	46	
eine bisschen Bescheidenheit	46	
eine bisschen Bastelarbeit	46	
eine bisschen überzogen	45	
eine bisschen Übersicht	45	
eine bisschen zeitaufwendig	45	
eine bisschen spärlich	45	
eine bisschen seitlich	45	
eine bisschen schreckhaft	45	
eine bisschen rundlich	45	
eine bisschen originell	45	
eine bisschen künstlerisch	45	
eine bisschen holperig	45	
eine bisschen fern	45	
eine bisschen erbärmlich	45	
eine bisschen Vorlauf	45	
eine bisschen Sympathie	45	
eine bisschen Small-Talk	45	
eine bisschen Nieselregen	45	
eine bisschen Nahrung	45	
eine bisschen Grammatik	45	
eine bisschen Gel	45	
eine bisschen Gefummel	45	
eine bisschen Freiarbeit	45	
eine bisschen Country	45	
eine bisschen Banane	45	
eine bisschen übrig	44	
eine bisschen versöhnlich	44	
eine bisschen unerwartet	44	
eine bisschen trüb	44	
eine bisschen trashig	44	
eine bisschen südlich	44	
eine bisschen schlaff	44	
eine bisschen natürlich	44	
eine bisschen lustlos	44	
eine bisschen kundig	44	
eine bisschen kriminell	44	
eine bisschen eigensinnig	44	
eine bisschen dynamisch	44	
eine bisschen diplomatisch	44	
eine bisschen beruhigend	44	
eine bisschen Umsatz	44	
eine bisschen Trinkgeld	44	
eine bisschen Starthilfe	44	
eine bisschen Spazieren	44	
eine bisschen Spam	44	
eine bisschen Soul	44	
eine bisschen Rabatt	44	
eine bisschen Pulver	44	
eine bisschen Plan	44	
eine bisschen Patina	44	
eine bisschen Pathos	44	
eine bisschen Mitdenken	44	
eine bisschen Kummer	44	
eine bisschen Feuerwerk	44	
eine bisschen Bedenkzeit	44	
eine bisschen Arroganz	44	
eine bisschen Anspannung	44	
eine bisschen typisch	43	
eine bisschen säuerlich	43	
eine bisschen spöttisch	43	
eine bisschen rumgerechnet	43	
eine bisschen rumgeguckt	43	
eine bisschen robust	43	
eine bisschen pessimistisch	43	
eine bisschen orientierungslos	43	
eine bisschen magisch	43	
eine bisschen knackig	43	
eine bisschen familiär	43	
eine bisschen exklusiv	43	
eine bisschen ermüdend	43	
eine bisschen Vorstellungskraft	43	
eine bisschen Verrücktheit	43	
eine bisschen Silikon	43	
eine bisschen Sekt	43	
eine bisschen Seife	43	
eine bisschen Rechnerei	43	
eine bisschen Poesie	43	
eine bisschen New	43	
eine bisschen Klassik	43	
eine bisschen Inflation	43	
eine bisschen Hintergrundinformation	43	
eine bisschen Googeln	43	
eine bisschen Bildbearbeitung	43	
eine Bisschen lang	43	
eine bisschen ziellos	42	
eine bisschen wunderlich	42	
eine bisschen verkrampft	42	
eine bisschen unprofessionell	42	
eine bisschen unfreundlich	42	
eine bisschen trostlos	42	
eine bisschen spröde	42	
eine bisschen rumgesponnen	42	
eine bisschen mächtig	42	
eine bisschen harsch	42	
eine bisschen defensiv	42	
eine bisschen Zug	42	
eine bisschen Zauberei	42	
eine bisschen Video	42	
eine bisschen Verstärkung	42	
eine bisschen Tiefgang	42	
eine bisschen Silber	42	
eine bisschen Religion	42	
eine bisschen Rad	42	
eine bisschen Propaganda	42	
eine bisschen Macho	42	
eine bisschen Lebensqualität	42	
eine bisschen Konsequenz	42	
eine bisschen Improvisation	42	
eine bisschen Höflichkeit	42	
eine bisschen Folk	42	
eine bisschen Brainstorming	42	
eine bisschen Blau	42	
eine bisschen Begeisterung	42	
eine bisschen Ausstattung	42	
eine bisschen Augenzwinkern	42	
eine bisschen zaghaft	41	
eine bisschen wehleidig	41	
eine bisschen stürmisch	41	
eine bisschen schockierend	41	
eine bisschen rund	41	
eine bisschen reißerisch	41	
eine bisschen nüchtern	41	
eine bisschen mitgenommen	41	
eine bisschen meschugge	41	
eine bisschen grimmig	41	
eine bisschen erschreckt	41	
eine bisschen elitär	41	
eine bisschen bedrohlich	41	
eine bisschen Zauber	41	
eine bisschen Wirbel	41	
eine bisschen Webspace	41	
eine bisschen Tennis	41	
eine bisschen Suche	41	
eine bisschen Substanz	41	
eine bisschen Randale	41	
eine bisschen Masse	41	
eine bisschen Lebensfreude	41	
eine bisschen Kot	41	
eine bisschen Gemütlichkeit	41	
eine bisschen Friede	41	
eine bisschen Entlastung	41	
eine bisschen Dressur	41	
eine bisschen Draht	41	
eine bisschen übereifrig	40	
eine bisschen Übertreibung	40	
eine bisschen wissenschaftlich	40	
eine bisschen spektakulär	40	
eine bisschen soft	40	
eine bisschen schwermütig	40	
eine bisschen nervend	40	
eine bisschen munter	40	
eine bisschen liberal	40	
eine bisschen kribbelig	40	
eine bisschen geizig	40	
eine bisschen experimentell	40	
eine bisschen beweglich	40	
eine bisschen anonym	40	
eine bisschen Weisheit	40	
eine bisschen Wandern	40	
eine bisschen Urlaubsfeeling	40	
eine bisschen Sauerstoff	40	
eine bisschen Satire	40	
eine bisschen Nacharbeit	40	
eine bisschen Müsli	40	
eine bisschen Mittelalter	40	
eine bisschen Marketing	40	
eine bisschen Kleber	40	
eine bisschen Hardware	40	
eine bisschen Golf	40	
eine bisschen Fummelarbeit	40	
eine bisschen Fis	40	
eine bisschen Feinarbeit	40	
eine bisschen Dekoration	40	
eine bisschen Beratung	40	
eine bisschen Überlegen	39	
eine bisschen unscheinbar	39	
eine bisschen ungehalten	39	
eine bisschen schroff	39	
eine bisschen religiös	39	
eine bisschen pauschal	39	
eine bisschen optisch	39	
eine bisschen offensichtlich	39	
eine bisschen märchenhaft	39	
eine bisschen inner	39	
eine bisschen authentisch	39	
eine bisschen anschaulich	39	
eine bisschen Zoff	39	
eine bisschen Weiß	39	
eine bisschen Volumen	39	
eine bisschen Vanille	39	
eine bisschen Tanzen	39	
eine bisschen Stau	39	
eine bisschen Selbstdisziplin	39	
eine bisschen Quatschen	39	
eine bisschen Muffe	39	
eine bisschen Kuscheln	39	
eine bisschen Kampf	39	
eine bisschen Glücksspiel	39	
eine bisschen Familie	39	
eine bisschen Euphorie	39	
eine bisschen Erinnerung	39	
eine bisschen Eigenverantwortung	39	
eine bisschen Ehrlichkeit	39	
eine bisschen Berlin	39	
eine bisschen zweifelhaft	38	
eine bisschen zittrig	38	
eine bisschen störrisch	38	
eine bisschen selten	38	
eine bisschen respektlos	38	
eine bisschen mürrisch	38	
eine bisschen hochnäsig	38	
eine bisschen griechisch	38	
eine bisschen flapsig	38	
eine bisschen erwachsen	38	
eine bisschen elektronisch	38	
eine bisschen effektiv	38	
eine bisschen durchsichtig	38	
eine bisschen Zeitaufwand	38	
eine bisschen Wettbewerb	38	
eine bisschen Spott	38	
eine bisschen Schwarz	38	
eine bisschen Schule	38	
eine bisschen Papa	38	
eine bisschen Hirnschmalz	38	
eine bisschen Herzschmerz	38	
eine bisschen Gummi	38	
eine bisschen Gewöhnung	38	
eine bisschen Comedy	38	
eine Bisschen spät	38	
eine bisschen ätzend	37	
eine bisschen von	37	
eine bisschen virtuell	37	
eine bisschen verquer	37	
eine bisschen verkehrt	37	
eine bisschen unerfahren	37	
eine bisschen unentschlossen	37	
eine bisschen stiefmütterlich	37	
eine bisschen prollig	37	
eine bisschen polnisch	37	
