# Frequency list

# Corpus: decow16b
# Query:  "[eE]in" "[bB]i(ss|ß)chen" [tag="ADJ.*|N.*"] 548922

# Frequency limit: 0


Token	Frequency	
ein bisschen gerechter	69	
ein bisschen bequemer	69	
ein bisschen abwechslungsreicher	69	
ein bisschen Niveau	69	
ein bisschen Lärm	69	
ein bisschen Land	69	
ein bisschen Info	69	
Ein bißchen Angst	69	
ein bißchen Rücksicht	68	
ein bißchen Recht	68	
ein bisschen verständlich	68	
ein bisschen neues	68	
ein bisschen mickrig	68	
ein bisschen Ruhm	68	
ein bisschen Eingewöhnungszeit	68	
ein bisschen Eifersucht	68	
ein bißchen Stimmung	67	
ein bisschen schlampig	67	
ein bisschen rumgeschaut	67	
ein bisschen präziser	67	
ein bisschen polemisch	67	
ein bisschen fertig	67	
ein bisschen crazy	67	
ein bisschen chillen	67	
ein bisschen aufgeregt	67	
ein bisschen altbacken	67	
ein bisschen Sahne	67	
ein bisschen Physik	67	
ein bisschen Leistung	67	
ein bisschen Krafttraining	67	
ein bisschen Klavier	67	
ein bisschen Herz	67	
ein bisschen Handarbeit	67	
ein bisschen Abkühlung	67	
Ein bisschen müde	67	
ein bißchen wirr	66	
ein bißchen Spannung	66	
ein bißchen Kraft	66	
ein bisschen Überlegung	66	
ein bisschen verfrüht	66	
ein bisschen unnötig	66	
ein bisschen mutig	66	
ein bisschen menschlicher	66	
ein bisschen häufiger	66	
ein bisschen fit	66	
ein bisschen Trab	66	
ein bisschen Schminke	66	
ein bisschen Bescheid	66	
ein bißchen unfair	65	
ein bißchen recht	65	
ein bißchen Nachdenken	65	
ein bißchen Humor	65	
ein bisschen stabiler	65	
ein bisschen sportlicher	65	
ein bisschen gross	65	
ein bisschen aufwändiger	65	
ein bisschen anderst	65	
ein bisschen Erziehung	65	
ein bisschen Demut	65	
ein bisschen Bauchweh	65	
Ein bisschen schwierig	65	
ein bißchen Fantasie	64	
ein bisschen wahnsinnig	64	
ein bisschen vergleichbar	64	
ein bisschen seltam	64	
ein bisschen logisch	64	
ein bisschen komfortabler	64	
ein bisschen kahl	64	
ein bisschen gelb	64	
ein bisschen entäuscht	64	
ein bisschen aufwändig	64	
ein bisschen Hintergrund	64	
ein bisschen Geschwindigkeit	64	
ein bisschen Ausdauer	64	
Ein bisschen skeptisch	64	
Ein bisschen Sorge	64	
Ein bisschen Geschichte	64	
ein bißchen Training	63	
ein bisschen Überzeugungsarbeit	63	
ein bisschen still	63	
ein bisschen spießig	63	
ein bisschen schäbig	63	
ein bisschen kurios	63	
ein bisschen handwerklichem	63	
ein bisschen Trockenfutter	63	
ein bisschen Schuld	63	
ein bisschen Mehl	63	
ein bisschen Meer	63	
ein bisschen Bodenarbeit	63	
Ein bisschen langweilig	63	
ein bißchen Urlaub	62	
ein bisschen zurückhaltender	62	
ein bisschen schmaler	62	
ein bisschen musik	62	
ein bisschen irritierend	62	
ein bisschen gesünder	62	
ein bisschen abergläubisch	62	
ein bisschen Quatsch	62	
ein bisschen PR	62	
ein bisschen Feinschliff	62	
ein bisschen Feingefühl	62	
ein bisschen Code	62	
ein bisschen Atmosphäre	62	
Ein bisschen Schade	62	
ein bißchen ängstlich	61	
ein bißchen leiser	61	
ein bißchen dunkler	61	
ein bisschen übermütig	61	
ein bisschen verwunderlich	61	
ein bisschen unsauber	61	
ein bisschen plump	61	
ein bisschen flach	61	
ein bisschen cool	61	
ein bisschen Zufall	61	
ein bisschen Vorfreude	61	
ein bisschen Streit	61	
ein bisschen Omega	61	
ein bisschen Olivenöl	61	
ein bisschen Losglück	61	
ein bisschen Hilfestellung	61	
ein bisschen Glueck	61	
ein bisschen Gerechtigkeit	61	
Ein bisschen schneller	61	
Ein bisschen Wasser	61	
ein bißchen unangenehm	60	
ein bißchen dürftig	60	
ein bisschen verpeilt	60	
ein bisschen sensibel	60	
ein bisschen politisch	60	
ein bisschen optimistischer	60	
ein bisschen luft	60	
ein bisschen ernsthafter	60	
ein bisschen deprimierend	60	
ein bisschen depressiv	60	
ein bisschen anstrengender	60	
ein bisschen Wahnsinn	60	
ein bisschen Stroh	60	
ein bisschen Information	60	
ein bisschen Engagement	60	
Ein bisschen Regen	60	
ein bißchen spass	59	
ein bißchen schräg	59	
ein bisschen unpraktisch	59	
ein bisschen skurril	59	
ein bisschen schleppend	59	
ein bisschen sarkastisch	59	
ein bisschen hell	59	
ein bisschen Zweifel	59	
ein bisschen Würde	59	
ein bisschen Sommer	59	
ein bisschen Internet	59	
ein bisschen Gewinn	59	
ein bißchen ärgerlich	58	
ein bißchen gutem	58	
ein bißchen gewöhnungsbedürftig	58	
ein bisschen wach	58	
ein bisschen tot	58	
ein bisschen selbstbewusster	58	
ein bisschen krumm	58	
ein bisschen gesundem	58	
ein bisschen farbe	58	
ein bisschen exotisch	58	
ein bisschen cleverer	58	
ein bisschen attraktiver	58	
ein bisschen abhängig	58	
ein bisschen Mitgefühl	58	
ein bisschen Kaffee	58	
ein bisschen Grundwissen	58	
ein bisschen Fell	58	
Ein bisschen Musik	58	
Ein bisschen Kultur	58	
ein bißchen gefährlich	57	
ein bißchen billig	57	
ein bißchen Gefühl	57	
ein bisschen umfangreicher	57	
ein bisschen sparsamer	57	
ein bisschen rockiger	57	
ein bisschen persönlich	57	
ein bisschen neue	57	
ein bisschen konservativ	57	
ein bisschen hässlich	57	
ein bisschen flüssiger	57	
ein bisschen beruhigter	57	
ein bisschen belesen	57	
ein bisschen aggressiver	57	
ein bisschen Zuspruch	57	
ein bisschen Selbstbewusstsein	57	
ein bisschen Normalität	57	
ein bisschen Nebel	57	
ein bisschen Menschlichkeit	57	
ein bisschen Input	57	
ein bisschen Gegenwind	57	
ein bisschen Bargeld	57	
Ein bisschen ärgerlich	57	
Ein bisschen gruselig	57	
Ein bisschen Humor	57	
ein bißchen netter	56	
ein bißchen intensiver	56	
ein bißchen feucht	56	
ein bißchen deutlicher	56	
ein bisschen unsinnig	56	
ein bisschen unschön	56	
ein bisschen undeutlich	56	
ein bisschen uebertrieben	56	
ein bisschen schusselig	56	
ein bisschen online	56	
ein bisschen kritik	56	
ein bisschen hysterisch	56	
ein bisschen großzügiger	56	
ein bisschen entfernt	56	
ein bisschen ehrlicher	56	
ein bisschen Zuwendung	56	
ein bisschen Rot	56	
ein bisschen Krach	56	
ein bisschen Flexibilität	56	
ein bisschen Enttäuschung	56	
Ein bißchen schwanger	56	
Ein bisschen verwundert	56	
ein bißchen stutzig	55	
ein bißchen nett	55	
ein bißchen günstiger	55	
ein bißchen gemein	55	
ein bißchen dämlich	55	
ein bisschen undurchsichtig	55	
ein bisschen trockener	55	
ein bisschen sonderbar	55	
ein bisschen simpel	55	
ein bisschen rau	55	
ein bisschen provokativ	55	
ein bisschen bedenklich	55	
ein bisschen Surfen	55	
ein bisschen Nervosität	55	
ein bisschen Kopfzerbrechen	55	
ein bisschen Durchfall	55	
ein bisschen Aktion	55	
ein bißchen konkreter	54	
ein bißchen gruselig	54	
ein bißchen altmodisch	54	
ein bisschen vorhersehbar	54	
ein bisschen vergesslich	54	
ein bisschen sachlicher	54	
ein bisschen rumgegoogelt	54	
ein bisschen richtig	54	
ein bisschen gesunden	54	
ein bisschen ekelig	54	
ein bisschen dramatisch	54	
ein bisschen bescheidener	54	
ein bisschen aufmerksamer	54	
ein bisschen anmaßend	54	
ein bisschen Vernunft	54	
ein bisschen Unterricht	54	
ein bisschen Spielzeug	54	
ein bisschen Schmuck	54	
ein bisschen Glitzer	54	
ein bisschen Folter	54	
ein bisschen Feuchtigkeit	54	
ein bisschen Elektronik	54	
Ein bisschen gewöhnungsbedürftig	54	
ein bißchen einsam	53	
ein bißchen Wahrheit	53	
ein bißchen Trost	53	
ein bißchen Schwung	53	
ein bißchen Salz	53	
ein bisschen wohler	53	
ein bisschen vorschnell	53	
ein bisschen vertraut	53	
ein bisschen süßer	53	
ein bisschen schwindlig	53	
ein bisschen nachlässig	53	
ein bisschen licht	53	
ein bisschen individueller	53	
ein bisschen grenzwertig	53	
ein bisschen französisch	53	
ein bisschen flott	53	
ein bisschen flau	53	
ein bisschen edler	53	
ein bisschen affig	53	
ein bisschen abstrakt	53	
ein bisschen Werkzeug	53	
ein bisschen TV	53	
ein bisschen Story	53	
ein bisschen Publicity	53	
ein bisschen Pop	53	
ein bisschen Muskelkater	53	
ein bisschen Mathematik	53	
ein bisschen Lebenserfahrung	53	
ein bisschen Laufen	53	
ein bisschen Kontrolle	53	
ein bisschen Gedult	53	
ein bisschen Fisch	53	
ein bisschen Fantasy	53	
ein bisschen Benzin	53	
ein bisschen Bass	53	
Ein bisschen Aufregung	53	
ein bißchen dunkel	52	
ein bisschen verdächtig	52	
ein bisschen umständlicher	52	
ein bisschen teuerer	52	
ein bisschen schmal	52	
ein bisschen scheinheilig	52	
ein bisschen kleinlich	52	
ein bisschen hoffnung	52	
ein bisschen drastisch	52	
ein bisschen breit	52	
ein bisschen aufregender	52	
ein bisschen Puder	52	
ein bisschen Individualismus	52	
ein bisschen Erleichterung	52	
ein bisschen Ehre	52	
ein Bisschen Zeit	52	
ein bißchen ironisch	51	
ein bißchen glücklich	51	
ein bißchen einseitig	51	
ein bißchen Recherche	51	
ein bisschen verwundert	51	
ein bisschen verdutzt	51	
ein bisschen tollpatschig	51	
ein bisschen sympathischer	51	
ein bisschen strange	51	
ein bisschen schwachsinnig	51	
ein bisschen schlanker	51	
ein bisschen objektiver	51	
ein bisschen niedrig	51	
ein bisschen lebenswerter	51	
ein bisschen launisch	51	
ein bisschen kniffelig	51	
ein bisschen geringer	51	
ein bisschen eigene	51	
ein bisschen behilflich	51	
ein bisschen Zimt	51	
ein bisschen Wert	51	
ein bisschen Reklame	51	
ein bisschen Fummelei	51	
ein Bisschen besser	51	
Ein bisschen kurz	51	
Ein bisschen Vorsicht	51	
ein bißchen freundlicher	50	
ein bißchen alt	50	
ein bißchen Vertrauen	50	
ein bißchen Text	50	
ein bißchen Obst	50	
ein bißchen Mitleid	50	
ein bißchen Kleingeld	50	
ein bisschen schuldig	50	
ein bisschen reicher	50	
ein bisschen neuer	50	
ein bisschen mysteriös	50	
ein bisschen leichtsinnig	50	
ein bisschen größenwahnsinnig	50	
ein bisschen frecher	50	
ein bisschen eleganter	50	
ein bisschen dümmlich	50	
ein bisschen bange	50	
ein bisschen aufdringlich	50	
ein bisschen Tee	50	
ein bisschen Proviant	50	
ein bisschen Pepp	50	
ein bisschen Mathe	50	
ein bisschen Fitness	50	
Ein bisschen Mühe	50	
Ein bisschen Licht	50	
ein bißchen Luxus	49	
ein bisschen trotzig	49	
ein bisschen satt	49	
ein bisschen ruppig	49	
ein bisschen muffig	49	
ein bisschen langweiliger	49	
ein bisschen geschickter	49	
ein bisschen gegenseitig	49	
ein bisschen bieder	49	
ein bisschen bi	49	
ein bisschen Wald	49	
ein bisschen Schmerz	49	
ein bisschen Offtopic	49	
ein bisschen Mist	49	
ein bisschen Konzentration	49	
ein bisschen Italienisch	49	
ein bisschen Flüssigkeit	49	
Ein bißchen später	49	
Ein bisschen verwirrend	49	
Ein bisschen schwer	49	
Ein bisschen doof	49	
Ein bisschen Hilfe	49	
ein bißchen schlimmer	48	
ein bißchen problematisch	48	
ein bißchen laut	48	
ein bißchen happig	48	
ein bißchen fester	48	
ein bißchen faul	48	
ein bißchen Suchen	48	
ein bißchen Bedenken	48	
ein bisschen unwirklich	48	
ein bisschen matschig	48	
ein bisschen lebendiger	48	
ein bisschen konsequenter	48	
ein bisschen handwerkliches	48	
ein bisschen freie	48	
ein bisschen fleißig	48	
ein bisschen feiner	48	
ein bisschen eckig	48	
ein bisschen deutsche	48	
ein bisschen Widerstand	48	
ein bisschen Tuning	48	
ein bisschen Selbstironie	48	
ein bisschen Praxis	48	
ein bisschen Organisation	48	
ein bisschen Metal	48	
ein bisschen Literatur	48	
ein bisschen Helfen	48	
ein bisschen Geschmack	48	
ein bisschen Fanfiction-Spaß	48	
ein bisschen Blödsinn	48	
ein bisschen Blues	48	
Ein bißchen spät	48	
Ein bißchen Geduld	48	
Ein bisschen früh	48	
Ein bisschen Theorie	48	
Ein bisschen Druck	48	
ein bißchen platt	47	
ein bißchen jünger	47	
ein bißchen arrogant	47	
ein bisschen zögerlich	47	
ein bisschen zusätzliche	47	
ein bisschen wacher	47	
ein bisschen vage	47	
ein bisschen steiler	47	
ein bisschen salzig	47	
ein bisschen pech	47	
ein bisschen italienisch	47	
ein bisschen esoterisch	47	
ein bisschen baff	47	
ein bisschen Zitronensaft	47	
ein bisschen Willen	47	
ein bisschen Weihnachtsstimmung	47	
ein bisschen Weihnachten	47	
ein bisschen Schach	47	
ein bisschen Programm	47	
ein bisschen PHP	47	
ein bisschen Neugier	47	
ein bisschen Husten	47	
ein bisschen Herzklopfen	47	
ein bisschen Genugtuung	47	
ein bisschen Gehirntraining	47	
ein bisschen Bastelei	47	
Ein bisschen arg	47	
Ein bisschen Wärme	47	
ein bißchen unruhig	46	
ein bißchen ungewöhnlich	46	
ein bißchen enttäuschend	46	
ein bißchen empfindlich	46	
ein bißchen angst	46	
ein bißchen Gras	46	
ein bißchen Erholung	46	
ein bisschen unhöflich	46	
ein bisschen suizidgefährdet	46	
ein bisschen stiller	46	
ein bisschen sensibler	46	
ein bisschen rumgesurft	46	
ein bisschen klischeehaft	46	
ein bisschen farblos	46	
ein bisschen dezenter	46	
ein bisschen außergewöhnlich	46	
ein bisschen Yoga	46	
ein bisschen Tiefe	46	
ein bisschen Schritt	46	
ein bisschen Schnupfen	46	
ein bisschen Reserve	46	
ein bisschen Realismus	46	
ein bisschen Fleiß	46	
Ein bisschen frische	46	
Ein bisschen Stress	46	
Ein bisschen Platz	46	
Ein bisschen Entspannung	46	
ein bißchen eifersüchtig	45	
ein bißchen Sex	45	
ein bißchen Sand	45	
ein bißchen Futter	45	
ein bisschen zuuu	45	
ein bisschen sparsam	45	
ein bisschen schmuddelig	45	
ein bisschen sanfter	45	
ein bisschen planlos	45	
ein bisschen geschick	45	
ein bisschen emotional	45	
ein bisschen bequem	45	
ein bisschen Schwanger	45	
ein bisschen Schaum	45	
ein bisschen Retro	45	
ein bisschen Melancholie	45	
ein bisschen Lesestoff	45	
ein bisschen Köpfchen	45	
ein bisschen Grünzeug	45	
ein bisschen Google	45	
ein bisschen Fernweh	45	
ein bisschen Einsicht	45	
ein bisschen Anlauf	45	
Ein bißchen Stolz	45	
Ein bißchen Freundschaft	45	
Ein bisschen unsicher	45	
Ein bisschen Wind	45	
Ein bisschen Wahrheit	45	
Ein bisschen Mord	45	
ein bißchen schüchtern	44	
ein bißchen lästig	44	
ein bißchen bunter	44	
ein bißchen Theorie	44	
ein bißchen Fleisch	44	
ein bißchen Feuer	44	
ein bisschen schuld	44	
ein bisschen panisch	44	
ein bisschen mystisch	44	
ein bisschen milder	44	
ein bisschen mies	44	
ein bisschen lasch	44	
ein bisschen kurzsichtig	44	
ein bisschen heiser	44	
ein bisschen gründlicher	44	
ein bisschen gesunder	44	
ein bisschen blutig	44	
ein bisschen banal	44	
ein bisschen ausgefallener	44	
ein bisschen allergisch	44	
ein bisschen action	44	
ein bisschen Spielpraxis	44	
ein bisschen Software	44	
ein bisschen Saft	44	
ein bisschen Qualität	44	
ein bisschen Pep	44	
ein bisschen Metall	44	
ein bisschen Lack	44	
ein bisschen Japanisch	44	
ein bisschen Fussball	44	
ein bisschen Flunkern	44	
ein bisschen Chemie	44	
ein bisschen Asche	44	
Ein bisschen störend	44	
ein bißchen kühl	43	
ein bißchen kitschig	43	
ein bißchen enger	43	
ein bißchen Panik	43	
ein bißchen Neid	43	
ein bißchen Kreativität	43	
ein bisschen vernünftiger	43	
ein bisschen verloren	43	
ein bisschen technisches	43	
ein bisschen spezieller	43	
ein bisschen rosa	43	
ein bisschen normal	43	
ein bisschen geduldig	43	
ein bisschen erfolgreicher	43	
ein bisschen eilig	43	
ein bisschen buggy	43	
ein bisschen aufmerksam	43	
ein bisschen Würze	43	
ein bisschen Wohlstand	43	
ein bisschen Verlust	43	
ein bisschen Stil	43	
ein bisschen Spielerei	43	
ein bisschen Skepsis	43	
ein bisschen Schmutz	43	
ein bisschen Schleichwerbung	43	
ein bisschen Menschenverstand	43	
ein bisschen Lesen	43	
ein bisschen Hand	43	
ein bisschen Gott	43	
ein bisschen Fahrt	43	
ein bisschen Auswahl	43	
ein bisschen Arbeiten	43	
Ein bisschen Vertrauen	43	
Ein bisschen Luft	43	
Ein bisschen Fantasie	43	
ein bißchen provokant	42	
ein bißchen gut	42	
ein bißchen frei	42	
ein bißchen eklig	42	
ein bißchen Zucker	42	
ein bißchen Kultur	42	
ein bisschen zusätzliches	42	
ein bisschen zufrieden	42	
ein bisschen ungemütlich	42	
ein bisschen surreal	42	
ein bisschen subtiler	42	
ein bisschen schwerfällig	42	
ein bisschen positive	42	
ein bisschen offensiver	42	
ein bisschen geschmacklos	42	
ein bisschen einfältig	42	
ein bisschen armselig	42	
ein bisschen Zuversicht	42	
ein bisschen Unsicherheit	42	
ein bisschen Schmerzen	42	
ein bisschen Provokation	42	
ein bisschen Promotion	42	
ein bisschen Moral	42	
ein bisschen Haushalt	42	
ein bisschen Frischluft	42	
ein bisschen Bauch	42	
Ein bißchen traurig	42	
Ein bißchen komisch	42	
Ein bißchen enttäuscht	42	
Ein bisschen umständlich	42	
Ein bisschen Lampenfieber	42	
Ein bisschen Ironie	42	
ein bißchen spaß	41	
ein bißchen spannend	41	
ein bißchen sicherer	41	
ein bißchen rumgespielt	41	
ein bißchen grün	41	
ein bißchen frisch	41	
ein bißchen Wissen	41	
ein bißchen Pause	41	
ein bißchen Meer	41	
ein bißchen Fett	41	
ein bisschen ärmer	41	
ein bisschen zügiger	41	
ein bisschen sympathisch	41	
ein bisschen schmerzhaft	41	
ein bisschen mollig	41	
ein bisschen matt	41	
ein bisschen fetter	41	
ein bisschen engstirnig	41	
ein bisschen dümmer	41	
ein bisschen dramatischer	41	
ein bisschen direkter	41	
ein bisschen derb	41	
ein bisschen brav	41	
ein bisschen blöder	41	
ein bisschen bizarr	41	
ein bisschen Zärtlichkeit	41	
ein bisschen Zurückhaltung	41	
ein bisschen Schwimmen	41	
ein bisschen SEO	41	
ein bisschen Menschenkenntnis	41	
ein bisschen Individualität	41	
ein bisschen Horror	41	
ein bisschen Fun	41	
ein bisschen Demokratie	41	
ein bisschen Adrenalin	41	
Ein bißchen Wehmut	41	
Ein bisschen verwirrt	41	
Ein bisschen Wahnsinn	41	
Ein bisschen Recherche	41	
Ein bisschen Pech	41	
Ein bisschen Action	41	
Ein bisschen Abstand	41	
ein bißchen überrascht	40	
ein bißchen zickig	40	
ein bißchen ungerecht	40	
ein bißchen suspekt	40	
ein bißchen stressig	40	
ein bißchen kühler	40	
ein bißchen Verstand	40	
ein bißchen Staub	40	
ein bißchen Sicherheit	40	
ein bißchen Schwierigkeiten	40	
ein bißchen Krieg	40	
ein bißchen Klarheit	40	
ein bißchen Gedanken	40	
ein bißchen Frühling	40	
ein bisschen Übergewicht	40	
ein bisschen verschämt	40	
ein bisschen ungläubig	40	
ein bisschen stress	40	
ein bisschen stinkig	40	
ein bisschen rätselhaft	40	
ein bisschen radikal	40	
ein bisschen probleme	40	
ein bisschen gemeinsam	40	
ein bisschen frivol	40	
ein bisschen fassungslos	40	
ein bisschen erstaunlich	40	
ein bisschen allgemeiner	40	
